knee_angle,knee_cross,hip_angle,hip_cross,back_angle,knee_label,hip_label,back_label,overall_label
99.95,0.0258,110.15,0.248,37.54,0,1,0,1
97.09,-0.088,83.52,0.0326,30.7,0,0,0,0
99.44,-0.0112,88.38,0.084,41.03,0,0,0,0
88.77,0.1284,69.1,0.0254,39.34,0,2,0,2
91.2,0.0717,91.83,-0.1047,79.34,0,0,3,3
87.63,0.4955,96.9,-0.0945,46.86,1,0,0,1
101.56,0.1422,90.75,0.059,40.63,1,0,0,1
95.62,0.0195,69.12,0.105,30.62,0,2,0,2
93.21,0.0154,99.08,-0.1793,64.34,0,0,1,1
85.33,-0.1169,92.45,-0.0026,48.42,0,0,0,0
104.74,0.5937,92.04,0.0747,50.66,3,0,3,3
58.61,0.0122,97.7,0.0049,31.05,3,0,0,3
50.82,-0.1346,96.46,0.0633,42.63,3,0,0,3
94.29,-0.0318,87.51,0.1725,49.36,0,0,0,0
90.91,-0.0829,87.81,-0.0754,80.31,0,0,3,3
95.44,0.1359,90.53,0.0629,24.35,0,0,2,2
88.9,0.0137,91.2,0.0097,39.69,0,0,0,0
94.53,-0.1631,87.0,0.1655,56.64,0,0,1,1
99.06,0.1816,84.36,-0.1353,49.18,0,0,0,0
93.03,-0.0114,86.35,-0.0366,47.42,0,0,0,0
91.45,-0.1968,84.87,-0.157,34.05,0,0,0,0
106.93,-0.0673,76.43,-0.2012,34.58,1,2,0,1
82.27,-0.3775,70.54,-0.0303,24.51,2,2,2,2
90.43,-0.0719,86.28,-0.0017,22.11,0,0,2,2
94.53,0.1487,71.48,-0.2103,31.86,0,2,0,2
65.24,0.0475,78.12,0.0419,38.35,3,2,0,3
96.06,0.0172,94.61,0.022,37.92,0,0,0,0
98.03,0.2791,90.89,-0.0708,38.43,1,0,0,1
94.45,0.0719,81.29,-0.0491,49.18,0,0,0,0
80.71,0.1557,85.75,0.0972,46.12,2,0,0,2
54.58,0.1124,82.16,0.0533,38.46,3,0,0,3
96.46,-0.3481,94.77,0.0094,32.09,2,0,0,2
114.11,-0.1588,86.25,0.0207,27.77,1,0,2,1
99.87,0.0397,95.46,-0.1436,31.74,0,0,0,0
93.68,0.0126,82.44,0.1072,19.94,0,0,2,2
90.14,0.0378,110.29,-0.0661,49.77,0,1,0,1
97.08,0.0089,83.12,-0.1046,44.56,0,0,0,0
96.03,-0.1273,113.49,0.1073,36.04,0,1,0,1
72.96,-0.0433,94.82,-0.0519,39.33,2,0,0,2
51.43,0.7556,55.06,-0.0393,73.08,3,3,3,3
99.74,0.0495,75.96,-0.0003,39.38,0,2,0,2
90.78,0.1419,98.64,-0.0472,34.33,0,0,0,0
88.82,-0.0435,98.72,-0.0901,65.65,0,0,3,3
123.8,-0.1916,132.96,-0.0577,39.53,3,3,0,3
43.12,0.6474,51.8,-0.0373,77.29,3,3,3,3
112.95,-0.1298,88.37,-0.0505,40.38,1,0,0,1
116.36,-0.2465,140.15,0.0715,32.48,2,3,0,3
86.38,0.6942,85.57,-0.1382,47.57,3,0,0,3
98.12,-0.1904,86.6,-0.1137,62.5,0,0,1,1
54.6,0.6508,53.89,-0.0433,82.44,3,3,3,3
92.45,0.1667,85.2,0.0616,43.28,0,0,0,0
77.34,-0.5223,63.43,0.0693,25.6,2,2,2,2
84.4,-0.5995,88.98,0.0455,34.45,3,0,0,3
94.68,0.0139,101.77,0.0809,47.66,0,1,0,1
139.65,-0.1433,145.64,0.1347,42.03,3,3,0,3
85.28,0.0612,86.1,-0.0554,75.78,0,0,3,3
95.83,-0.2741,66.27,0.0246,35.52,2,2,0,2
125.24,-0.1528,133.37,-0.0028,31.77,3,3,0,3
129.06,0.2041,127.29,-0.1777,51.25,3,3,1,3
106.68,0.1621,99.19,-0.1816,45.37,1,0,0,1
58.78,0.6156,51.42,0.1185,66.51,3,3,3,3
94.85,-0.2109,87.94,-0.1957,38.73,0,0,0,0
90.05,-0.0337,87.2,-0.0475,30.13,0,0,0,0
103.81,0.4004,106.94,0.1151,64.26,1,1,1,1
96.56,0.0005,83.94,-0.0686,42.88,0,0,0,0
95.68,-0.066,102.37,0.0161,33.68,0,1,0,1
112.68,0.3924,110.85,-0.076,61.8,1,1,1,1
96.43,0.1114,97.54,-0.1865,38.6,0,0,0,0
89.93,-0.4823,95.45,0.049,47.9,2,0,0,2
95.71,-0.5653,90.52,0.0287,35.39,3,0,0,3
95.93,-0.1378,82.31,0.1292,75.8,0,0,3,3
65.87,0.0652,85.14,0.0091,51.54,3,0,1,3
98.08,0.1502,82.16,-0.0233,45.12,0,0,0,0
94.32,0.0461,94.43,-0.0517,40.67,0,0,0,0
97.91,-0.0344,80.96,0.0627,76.74,0,0,3,3
98.04,0.0718,80.08,-0.1153,48.95,0,0,0,0
90.85,-0.2017,88.21,-0.0794,49.51,0,0,0,0
89.77,0.0268,96.13,0.0181,33.14,0,0,0,0
97.07,0.0199,94.46,-0.1675,38.28,0,0,0,0
76.15,0.0757,98.49,0.1514,30.92,2,0,0,2
85.81,0.025,88.6,-0.045,37.8,0,0,0,0
87.77,-0.6576,98.99,-0.0778,41.94,3,0,0,3
95.63,-0.1671,88.05,-0.0235,57.16,0,0,1,1
99.09,0.1946,85.06,-0.0511,27.02,0,0,2,2
108.44,-0.1499,91.67,0.0521,49.91,1,0,0,1
85.57,0.0367,95.32,-0.1861,44.21,0,0,0,0
61.53,0.8343,46.62,-0.0547,74.35,3,3,3,3
139.18,-0.1757,139.23,-0.0218,31.8,3,3,0,3
98.4,0.0002,95.73,-0.0662,48.54,0,0,0,0
80.45,-0.3014,68.91,-0.0798,21.44,2,2,2,2
88.14,-0.074,95.1,0.0535,34.89,0,0,0,0
95.96,-0.2324,74.34,0.0431,39.58,0,2,0,2
73.45,0.1938,91.29,0.0464,35.8,2,0,0,2
92.05,-0.104,60.36,0.0402,42.95,0,2,0,2
97.53,0.0573,94.13,0.0405,33.59,0,0,0,0
115.44,0.4392,111.66,0.0056,52.04,1,1,1,1
51.27,0.1141,85.52,-0.0957,40.48,3,0,0,3
76.26,-0.1005,80.15,0.0318,41.71,2,0,0,2
91.51,0.1709,96.12,-0.0612,42.26,0,0,0,0
48.95,0.6746,57.99,-0.1682,78.05,3,3,3,3
94.91,0.226,72.38,-0.0879,47.45,0,2,0,2
87.51,-0.3175,89.65,0.0124,44.42,2,0,0,2
76.89,0.2208,94.31,0.0343,44.81,2,0,0,2
71.71,-0.5005,63.16,-0.0856,15.17,2,2,2,2
88.72,0.0684,77.65,-0.1496,31.07,0,2,0,2
99.34,0.1953,85.86,0.1012,40.73,0,0,0,0
95.9,0.4912,91.75,-0.0314,48.59,1,0,0,1
59.77,0.0781,96.4,0.0433,32.35,3,0,0,3
95.92,-0.0876,108.06,0.06,30.76,0,1,0,1
97.63,-0.015,89.28,0.0548,45.56,0,0,0,0
83.28,-0.4781,98.19,-0.1942,42.44,2,0,0,2
84.02,0.8306,101.59,0.057,31.66,3,1,0,3
91.76,0.0027,95.69,0.0372,33.08,0,0,0,0
99.84,0.4565,92.84,0.1152,46.0,1,0,0,1
81.06,0.1007,97.8,-0.1369,47.49,2,0,0,2
99.68,-0.3337,91.3,0.1592,33.69,2,0,0,2
132.35,-0.1274,136.72,-0.0517,41.54,3,3,0,3
90.22,0.1201,84.45,-0.0709,28.0,0,0,2,2
97.64,-0.0728,82.77,-0.0092,36.68,0,0,0,0
104.95,0.0911,86.09,0.0745,41.94,1,0,0,1
94.44,0.5826,88.84,-0.1237,43.1,3,0,0,3
143.02,0.1085,139.4,0.1329,32.92,3,3,0,3
118.83,-0.0692,144.94,-0.0545,43.2,3,3,0,3
92.52,0.1104,83.69,0.1114,27.63,0,0,2,2
91.34,0.2212,82.3,0.0285,32.46,0,0,0,0
71.28,-0.3534,61.94,0.0453,23.08,2,2,2,2
113.1,0.21,87.8,0.1155,38.64,1,0,0,1
97.24,0.1547,91.02,0.1915,61.63,0,0,1,1
93.86,0.0018,97.44,-0.0427,27.52,0,0,2,2
90.82,0.7802,82.01,0.1109,47.3,3,0,0,3
99.67,0.5103,97.74,0.1684,58.03,1,0,1,1
90.89,-0.2304,83.2,-0.1483,30.67,0,0,0,0
101.48,-0.0981,90.63,-0.0088,76.87,1,0,3,3
90.06,-0.2019,87.37,0.1813,30.2,0,0,0,0
108.44,0.4764,102.01,-0.0426,54.14,1,1,1,1
78.15,-0.1512,96.71,0.1095,36.03,2,0,0,2
61.45,0.6698,37.99,-0.0875,70.81,3,3,3,3
85.45,0.8754,93.97,-0.0223,33.94,3,0,0,3
89.73,0.0792,84.58,0.1707,58.11,0,0,1,1
96.03,0.1085,112.47,-0.1111,42.8,0,1,0,1
85.74,-0.4242,89.26,0.0361,46.16,2,0,0,2
98.71,0.325,86.75,0.149,36.8,1,0,0,1
90.05,-0.0802,87.23,0.1781,45.09,0,0,0,0
98.57,-0.0796,86.04,-0.0332,21.54,0,0,2,2
93.77,0.0362,80.31,0.0518,33.01,0,0,0,0
96.15,0.1918,86.61,-0.1727,35.39,0,0,0,0
86.92,-0.1387,105.26,0.2332,49.92,0,1,0,1
86.41,-0.4378,99.12,-0.0582,46.32,2,0,0,2
74.84,0.0527,86.54,0.1243,41.08,2,0,0,2
93.58,-0.9549,91.11,-0.0421,33.18,3,0,0,3
99.9,0.0635,89.22,0.1256,26.19,0,0,2,2
89.88,0.0785,89.55,0.0952,40.23,0,0,0,0
95.0,-0.1061,87.17,0.0191,45.88,0,0,0,0
77.56,0.0108,89.55,-0.2167,45.38,2,0,0,2
92.53,0.0965,80.23,-0.1154,41.42,0,0,0,0
85.53,-0.0428,81.51,0.0532,41.0,0,0,0,0
126.08,-0.1395,120.05,-0.0088,51.86,3,3,1,3
95.92,0.1031,83.06,0.0682,32.61,0,0,0,0
98.01,-0.8338,95.65,-0.0197,37.59,3,0,0,3
98.83,0.2152,96.26,-0.0656,59.11,0,0,1,1
75.18,-0.0325,78.72,0.1389,40.8,2,2,0,2
85.78,0.3547,95.74,0.0961,39.93,1,0,0,1
99.24,0.6139,85.18,-0.0968,36.48,3,0,0,3
97.26,0.0092,97.05,0.0665,47.38,0,0,0,0
90.04,-0.1574,63.89,0.0121,46.6,0,2,0,2
104.0,0.3604,113.08,0.0255,55.93,1,1,1,1
87.74,-0.0555,81.44,0.1156,37.31,0,0,0,0
96.57,-0.051,98.46,-0.0703,43.63,0,0,0,0
90.0,0.0542,101.46,0.1743,36.46,0,1,0,1
51.21,0.0082,94.09,-0.0412,46.14,3,0,0,3
51.18,0.8758,54.67,0.0706,82.18,3,3,3,3
54.34,0.5809,44.71,-0.0053,74.33,3,3,3,3
95.55,-0.2127,97.41,-0.0372,75.12,0,0,3,3
91.23,-0.078,88.17,-0.1425,33.38,0,0,0,0
86.26,-0.5778,91.47,0.1496,33.24,3,0,0,3
91.62,0.0977,84.3,-0.01,47.9,0,0,0,0
55.67,-0.0979,89.81,0.0569,47.41,3,0,0,3
57.72,0.7076,51.59,-0.1477,72.89,3,3,3,3
96.33,0.032,94.18,0.0492,49.22,0,0,0,0
50.42,0.1271,86.69,-0.0771,37.37,3,0,0,3
73.72,-0.1811,87.97,-0.0654,46.01,2,0,0,2
98.08,0.0123,86.17,-0.1709,33.36,0,0,0,0
71.61,-0.0644,86.06,0.0385,35.9,2,0,0,2
103.11,0.4392,101.02,-0.049,64.38,1,1,1,1
90.62,-0.1021,110.67,-0.1601,47.79,0,1,0,1
87.35,0.1545,85.95,-0.1424,15.92,0,0,2,2
92.01,0.036,66.03,-0.033,48.06,0,2,0,2
93.19,0.263,84.51,0.1683,35.78,1,0,0,1
82.23,-0.0709,91.89,-0.1859,42.42,2,0,0,2
80.68,-0.4071,71.61,-0.0581,26.81,2,2,2,2
90.91,-0.3186,82.49,-0.1736,40.88,2,0,0,2
48.01,0.7727,36.45,-0.1214,74.33,3,3,3,3
96.16,-0.1332,92.62,0.1315,48.6,0,0,0,0
91.45,0.7173,91.9,0.0624,40.55,3,0,0,3
86.6,-0.6688,100.78,0.1453,47.76,3,3,0,3
99.37,0.0282,88.12,-0.0152,46.27,0,0,0,0
89.06,-0.3761,93.62,-0.1014,39.14,2,0,0,2
114.53,0.3126,111.13,-0.058,56.05,1,1,1,1
91.23,0.0483,92.23,-0.0823,38.07,0,0,0,0
96.29,-0.0408,93.38,-0.0428,36.36,0,0,0,0
76.32,0.2195,96.52,-0.0522,36.88,2,0,0,2
91.64,-0.054,88.39,0.0747,37.97,0,0,0,0
99.76,0.0921,87.83,0.0723,24.09,0,0,2,2
89.09,-0.3365,98.92,0.0213,37.78,2,0,0,2
79.19,0.4814,85.64,-0.1053,47.25,1,0,0,1
87.0,0.0109,76.83,-0.0747,37.57,0,2,0,2
97.92,-0.0827,102.07,-0.1467,40.66,0,1,0,1
106.23,0.2216,93.76,-0.0067,46.69,1,0,0,1
90.17,-0.0082,86.02,-0.0154,45.63,0,0,0,0
89.44,0.0421,83.09,0.0506,36.83,0,0,0,0
50.81,-0.0468,90.23,0.1068,47.02,3,0,0,3
75.83,-0.2047,82.44,0.103,37.71,2,0,0,2
107.43,-0.0941,90.25,-0.0825,42.01,1,0,0,1
51.76,-0.1934,94.65,0.136,40.88,3,0,0,3
113.85,0.015,82.4,0.0975,40.99,1,0,0,1
96.68,-0.0622,86.27,0.0488,44.01,0,0,0,0
86.76,0.1725,84.24,-0.0891,54.31,0,0,1,1
91.62,-0.1706,90.66,0.1441,42.11,0,0,0,0
90.57,0.3623,92.26,0.0329,45.69,1,0,0,1
99.83,0.1204,89.58,0.1889,41.51,0,0,0,0
92.08,-0.0129,110.72,0.1525,38.92,0,1,0,1
60.15,0.7864,58.15,0.1661,68.38,3,3,3,3
49.57,0.7717,47.77,0.0548,63.57,3,3,1,3
98.82,-0.1758,97.82,-0.0582,35.23,0,0,0,0
55.46,-0.115,91.65,-0.0046,43.74,3,0,0,3
92.58,0.263,95.77,-0.0172,77.79,1,0,3,3
94.18,0.152,96.76,0.1079,49.51,0,0,0,0
119.38,0.1858,117.04,-0.0646,46.12,3,3,0,3
96.41,-0.2121,93.86,-0.041,49.24,0,0,0,0
86.65,-0.8575,100.38,-0.1803,47.15,3,3,0,3
141.6,0.1755,138.15,-0.0591,33.85,3,3,0,3
90.51,0.3476,86.48,-0.0417,28.47,1,0,2,1
91.63,0.0073,101.7,-0.0932,59.42,0,1,1,1
84.89,-0.429,77.54,-0.0601,21.43,2,2,2,2
94.03,0.6169,97.72,0.0334,33.98,3,0,0,3
86.19,0.187,88.55,-0.1353,66.94,0,0,3,3
83.51,0.2337,94.72,0.193,49.9,2,0,0,2
88.47,-0.04,83.87,-0.0519,38.83,0,0,0,0
85.51,0.3754,86.68,0.0103,40.09,1,0,0,1
96.46,0.0201,89.81,0.0477,41.14,0,0,0,0
85.96,0.0313,92.08,-0.0155,36.44,0,0,0,0
101.28,-0.6112,81.07,0.1591,35.1,3,0,0,3
96.92,0.2107,87.07,0.0873,46.92,0,0,0,0
78.61,-0.3641,70.8,0.0292,18.87,2,2,2,2
96.62,-0.1409,96.6,-0.1241,34.08,0,0,0,0
91.81,-0.1575,96.83,-0.112,33.65,0,0,0,0
93.32,-0.0788,91.19,0.1094,36.82,0,0,0,0
90.28,0.2173,84.26,-0.1126,36.9,0,0,0,0
98.28,0.423,87.53,0.0932,32.18,1,0,0,1
135.85,0.0025,145.01,-0.054,34.57,3,3,0,3
98.74,-0.1198,83.16,-0.0435,35.66,0,0,0,0
91.04,-0.8521,95.06,0.1122,32.92,3,0,0,3
92.72,-0.0149,63.44,0.1568,35.28,0,2,0,2
98.36,-0.037,83.9,0.1154,44.59,0,0,0,0
97.9,-0.0095,94.35,0.0561,70.33,0,0,3,3
98.92,0.1756,91.54,-0.0633,44.82,0,0,0,0
89.54,-0.0705,89.81,-0.0545,58.26,0,0,1,1
95.23,0.0595,96.01,-0.1129,36.52,0,0,0,0
95.25,-0.1715,84.67,0.1521,32.77,0,0,0,0
86.15,-0.4801,84.35,-0.1992,48.28,2,0,0,2
103.72,-0.0519,83.61,-0.1631,49.09,1,0,0,1
52.31,-0.051,94.16,0.031,44.85,3,0,0,3
70.41,-0.0723,83.73,0.0092,48.61,2,0,0,2
81.4,0.2961,93.17,0.0573,33.35,1,0,0,1
98.41,0.1021,66.87,-0.0263,43.75,0,2,0,2
90.5,-0.3192,91.78,-0.0536,35.75,2,0,0,2
79.57,0.0034,81.98,0.0861,35.16,2,0,0,2
87.4,0.1012,101.19,-0.1665,78.18,0,1,3,3
57.88,0.565,56.45,-0.1328,78.99,3,3,3,3
83.53,0.4477,91.7,-0.1072,40.09,1,0,0,1
105.76,-0.2123,101.86,0.0569,46.22,1,1,0,1
99.66,-0.5842,87.36,0.1929,36.66,3,0,0,3
95.35,-0.1032,82.9,-0.087,69.7,0,0,3,3
98.49,-0.1525,77.82,0.1111,33.84,0,2,0,2
101.57,0.8601,90.14,-0.0527,48.62,3,0,0,3
60.29,0.0342,93.7,0.0186,39.17,3,0,0,3
97.9,0.3209,83.88,-0.0623,40.87,1,0,0,1
94.44,0.0081,92.97,0.0825,57.88,0,0,1,1
97.3,-0.112,90.33,0.1218,77.26,0,0,3,3
85.04,-0.1133,95.83,0.0441,40.05,0,0,0,0
90.94,-0.1064,89.36,0.0423,42.31,0,0,0,0
87.41,0.2133,109.9,-0.0273,39.82,0,1,0,1
90.95,0.0964,91.27,-0.0505,35.0,0,0,0,0
101.47,0.2513,86.13,0.0886,35.58,1,0,0,1
99.17,0.1463,93.16,-0.0437,36.98,0,0,0,0
98.03,0.6181,93.5,0.2374,33.48,3,0,0,3
130.47,0.0382,115.9,-0.0814,31.93,3,3,0,3
92.58,-0.1363,87.41,-0.0582,39.62,0,0,0,0
90.92,0.0229,81.6,-0.0633,17.75,0,0,2,2
72.18,0.1183,82.25,0.0942,44.79,2,0,0,2
76.91,0.1286,97.76,0.0463,27.15,2,0,2,2
102.26,0.1712,86.19,0.1051,41.94,1,0,0,1
94.87,0.5275,97.78,-0.0371,29.96,1,0,3,3
94.41,0.0508,86.03,0.1126,41.1,0,0,0,0
93.57,-0.5202,92.72,-0.2359,40.65,2,0,0,2
100.54,-0.3172,93.15,-0.1433,46.64,2,0,0,2
56.74,0.1574,100.74,0.0358,47.8,3,3,0,3
99.21,-0.0252,80.37,0.0363,31.64,0,0,0,0
94.5,-0.1745,90.65,-0.0769,42.96,0,0,0,0
96.35,-0.026,78.11,-0.0607,73.97,0,2,3,3
101.29,0.0079,104.51,0.0633,36.59,1,1,0,1
96.91,0.1754,85.72,0.0293,35.16,0,0,0,0
51.4,0.6591,50.27,0.0549,81.54,3,3,3,3
49.77,-0.2361,94.34,0.082,45.45,3,0,0,3
98.13,-0.0687,80.67,0.0471,49.81,0,0,0,0
93.14,0.1077,83.54,0.0113,55.53,0,0,1,1
94.18,0.1856,89.89,0.0262,47.27,0,0,0,0
96.58,-0.0543,84.26,0.159,32.42,0,0,0,0
73.66,-0.2281,85.28,-0.0625,40.78,2,0,0,2
98.31,-0.0312,98.08,-0.0103,33.74,0,0,0,0
95.93,-0.1818,83.19,0.0842,36.9,0,0,0,0
103.95,0.8913,101.53,-0.0239,33.39,3,1,0,3
93.45,-0.2487,90.43,-0.1531,43.04,2,0,0,2
95.63,0.0102,74.99,-0.0162,34.68,0,2,0,2
96.29,0.0889,84.76,0.1575,54.28,0,0,1,1
85.89,-0.1183,90.6,-0.0916,19.8,0,0,2,2
93.78,0.0216,96.03,0.0472,40.43,0,0,0,0
111.7,-0.0912,80.21,0.0685,40.97,1,0,0,1
96.09,-0.8436,92.15,0.0994,42.06,3,0,0,3
87.83,-0.3966,84.97,0.0921,39.7,2,0,0,2
71.19,-0.0635,88.27,-0.0546,42.38,2,0,0,2
79.62,0.0904,87.42,0.0063,43.51,2,0,0,2
79.61,0.1421,82.64,-0.1026,40.75,2,0,0,2
56.08,0.7953,45.43,0.0005,79.49,3,3,3,3
96.7,-0.091,81.73,-0.0662,44.31,0,0,0,0
94.47,0.0528,113.45,-0.0757,46.14,0,1,0,1
92.97,0.0311,98.46,0.1581,45.1,0,0,0,0
89.78,0.5309,97.64,0.0764,41.15,1,0,0,1
95.78,0.4655,97.37,-0.0779,48.76,1,0,0,1
109.28,-0.135,77.76,-0.1045,47.26,1,2,0,1
134.34,0.0243,118.88,-0.1235,33.76,3,3,0,3
70.28,-0.2907,73.55,-0.0943,25.72,2,2,2,2
92.59,-0.1864,98.26,-0.067,44.02,0,0,0,0
103.05,0.1556,89.14,-0.1339,84.1,1,0,3,3
55.13,-0.1905,96.7,0.1604,31.29,3,0,0,3
97.38,0.229,91.62,0.1125,17.63,0,0,2,2
85.45,-0.4717,88.69,-0.0284,41.58,2,0,0,2
89.4,-0.5046,83.21,0.1242,27.82,2,0,2,2
97.89,-0.1777,92.99,0.0224,64.24,0,0,1,1
103.37,0.177,99.51,-0.0725,31.78,1,0,0,1
89.41,-0.0177,96.43,0.0075,38.9,0,0,0,0
90.76,-0.0901,80.04,0.0983,40.75,0,0,0,0
89.47,0.4955,99.12,-0.0765,50.11,1,0,3,3
49.97,0.5198,52.7,0.0209,72.39,1,3,3,3
83.65,0.2082,92.05,0.0041,22.9,2,0,2,2
97.32,0.098,66.9,0.1707,26.85,0,2,2,2
94.07,0.178,90.73,0.0949,31.76,0,0,0,0
104.32,0.3561,109.77,-0.041,49.02,1,1,0,1
88.05,0.3078,93.31,-0.0783,32.81,1,0,0,1
92.11,-0.1303,88.01,0.101,45.94,0,0,0,0
79.26,0.138,98.68,-0.0965,28.23,2,0,2,2
86.13,0.0587,66.48,-0.0268,31.42,0,2,0,2
71.28,-0.4105,65.72,-0.011,21.31,2,2,2,2
98.78,0.1064,107.68,-0.2481,41.96,0,1,0,1
87.87,0.0014,92.59,0.0359,43.38,0,0,0,0
50.85,0.5852,49.74,-0.141,78.41,3,3,3,3
86.58,0.1303,82.14,0.067,45.2,0,0,0,0
57.18,0.7782,45.58,0.0997,81.38,3,3,3,3
55.61,0.5934,36.46,0.042,70.12,3,3,3,3
96.74,-0.1154,100.87,-0.0262,84.86,0,3,3,3
88.55,0.1082,96.44,-0.0777,47.51,0,0,0,0
86.26,-0.1427,66.17,0.0332,44.86,0,2,0,2
71.65,-0.0212,99.34,-0.1552,41.81,2,0,0,2
97.78,0.1128,99.35,0.0135,38.93,0,0,0,0
92.98,0.502,84.26,0.0659,52.19,1,0,1,1
86.48,-0.5007,88.5,-0.1003,29.88,2,0,3,3
102.91,-0.1007,96.38,-0.1001,36.11,1,0,0,1
93.77,0.1051,93.67,0.1046,54.62,0,0,1,1
112.05,0.0853,96.47,-0.0733,35.17,1,0,0,1
95.46,-0.1397,92.69,-0.1071,61.98,0,0,1,1
86.61,0.4257,87.86,-0.0905,39.72,1,0,0,1
110.23,0.0588,80.48,0.1965,42.59,1,0,0,1
83.19,0.1225,85.38,-0.1123,45.61,2,0,0,2
101.13,-0.3898,96.17,0.05,38.56,2,0,0,2
44.71,0.8253,41.67,-0.0364,81.07,3,3,3,3
98.82,0.0358,95.31,0.1503,37.84,0,0,0,0
94.1,-0.1682,83.77,-0.1568,40.65,0,0,0,0
93.02,-0.1049,66.29,0.0396,41.46,0,2,0,2
94.78,0.4732,86.14,0.1052,46.78,1,0,0,1
91.26,-0.0174,87.38,-0.008,55.41,0,0,1,1
56.91,0.901,46.88,0.1632,72.88,3,3,3,3
41.33,0.0301,91.71,0.076,31.61,3,0,0,3
85.92,-0.036,98.5,0.1107,43.99,0,0,0,0
140.53,0.1567,127.19,0.0035,50.47,3,3,3,3
90.17,0.1391,80.9,0.1864,31.39,0,0,0,0
101.54,0.3786,101.95,-0.034,51.96,1,1,1,1
90.5,-0.0068,99.81,-0.0523,48.98,0,0,0,0
105.04,0.6907,85.75,-0.1381,39.04,3,0,0,3
93.12,-0.1015,64.87,0.0118,28.9,0,2,2,2
92.83,0.0564,86.37,0.0268,39.21,0,0,0,0
95.74,-0.0585,88.99,0.1317,46.5,0,0,0,0
80.51,0.1177,96.11,0.068,36.62,2,0,0,2
54.31,0.8516,49.44,0.1857,67.81,3,3,3,3
96.13,0.0383,81.52,0.0073,60.53,0,0,1,1
85.69,0.0488,82.38,0.0589,49.6,0,0,0,0
48.55,0.0119,80.54,-0.1229,39.58,3,0,0,3
90.53,0.1109,101.03,-0.1282,75.81,0,1,3,3
114.53,0.525,106.76,0.0464,63.62,1,1,1,1
90.98,-0.8936,89.66,0.0249,33.36,3,0,0,3
94.18,-0.1228,86.12,-0.0982,33.01,0,0,0,0
80.49,0.0429,88.82,-0.0046,41.79,2,0,0,2
91.24,0.4053,95.71,0.0068,36.63,1,0,0,1
101.1,0.5176,86.26,-0.0442,28.89,1,0,2,1
82.36,0.3822,84.54,0.0355,48.83,1,0,0,1
88.61,-0.177,99.79,-0.092,48.33,0,0,0,0
86.45,-0.4298,88.19,0.1351,34.73,2,0,0,2
83.9,-0.0788,78.02,-0.1,33.91,2,2,0,2
90.26,-0.1064,86.28,0.0181,78.92,0,0,3,3
85.78,-0.081,83.26,0.0625,43.51,0,0,0,0
100.21,-0.3461,84.5,0.0458,48.95,2,0,0,2
86.94,0.4398,88.43,0.0503,35.94,1,0,0,1
92.72,0.0402,100.34,-0.0467,75.27,0,3,3,3
91.43,-0.0342,83.47,0.0846,49.77,0,0,0,0
79.5,0.1519,86.75,-0.0478,40.18,2,0,0,2
95.1,-0.1583,94.85,0.0366,75.31,0,0,3,3
98.75,-0.1144,89.56,-0.0705,36.87,0,0,0,0
85.1,-0.0128,104.79,-0.0387,42.51,0,1,0,1
96.5,-0.0292,84.42,0.1144,37.51,0,0,0,0
93.69,-0.133,79.36,-0.0206,65.25,0,3,3,3
83.7,-0.3716,90.48,0.0761,41.95,2,0,0,2
90.38,0.0022,89.27,-0.0667,54.73,0,0,1,1
90.66,0.1239,61.93,-0.109,31.01,0,2,0,2
85.35,-0.0772,85.5,0.1125,44.79,0,0,0,0
94.87,-0.0609,66.12,0.0686,38.59,0,2,0,2
92.91,-0.0456,93.88,-0.0806,36.0,0,0,0,0
91.99,-0.7229,88.38,-0.0246,42.95,3,0,0,3
93.06,0.0499,95.3,0.1545,17.59,0,0,2,2
91.99,-0.0494,83.57,0.0695,35.88,0,0,0,0
51.12,0.1707,76.34,-0.1556,41.11,3,2,0,3
107.74,0.2647,86.57,-0.0947,48.44,1,0,0,1
99.84,0.1287,94.85,0.0623,31.6,0,0,0,0
103.5,0.1946,94.38,0.0344,46.67,1,0,0,1
92.84,-0.3563,81.74,-0.0591,30.53,2,0,0,2
76.65,-0.0013,86.67,0.1191,42.41,2,0,0,2
49.05,0.6549,45.33,-0.0236,69.48,3,3,3,3
143.24,-0.0167,129.5,0.0774,39.51,3,3,0,3
87.3,-0.1724,104.56,0.021,36.97,0,1,0,1
98.86,0.2178,97.32,0.0368,30.09,0,0,0,0
128.12,0.0597,146.26,-0.0554,50.41,3,3,3,3
87.24,0.1236,99.33,0.0531,33.81,0,0,0,0
80.96,-0.0203,98.29,0.021,30.79,2,0,0,2
88.09,0.0251,91.96,0.0874,39.91,0,0,0,0
54.14,0.7766,42.21,0.0671,75.36,3,3,3,3
91.68,0.0176,96.61,-0.1217,48.16,0,0,0,0
97.15,-0.0516,96.25,0.1551,49.41,0,0,0,0
130.13,0.1858,138.41,0.1341,34.69,3,3,0,3
57.41,0.7304,58.64,-0.0081,75.18,3,3,3,3
97.48,0.1472,106.06,-0.2202,38.94,0,1,0,1
99.65,0.6702,96.07,0.0468,45.78,3,0,0,3
109.47,-0.1658,77.9,-0.0054,48.3,1,2,0,1
65.53,-0.1424,80.79,0.1578,36.01,3,0,0,3
110.45,0.2858,94.19,-0.0182,39.61,1,0,0,1
45.24,0.2384,90.84,0.0518,36.64,3,0,0,3
